Fecha,Producto,Precio,Inventario,Despacho_Total ,Dia
2024-03-19,Pan Manjar,0.3,24,22,Martes
2024-03-19,Leche,4.0,5,2,Martes
2024-03-19,Jamon,2.5,6,6,Martes
2024-03-19,Cafe,2.0,5,6,Martes
2024-03-19,Queso,3.0,4,5,Martes
2024-03-20,Pan Ciabatta,0.25,768,776,Miércoles
2024-03-20,Pan Francés,0.25,648,686,Miércoles
2024-03-20,Pan Yema Largo,0.25,360,379,Miércoles
2024-03-20,Pan Yema Redondo,0.25,360,357,Miércoles
2024-03-20,Pan Chapla,0.25,144,147,Miércoles
2024-03-20,Pan Coliza,0.25,192,195,Miércoles
2024-03-20,Pan Integral,0.25,144,147,Miércoles
2024-03-20,Pan Caracol,0.25,144,149,Miércoles
2024-03-20,Pan Hamburguesa,0.4,288,284,Miércoles
2024-03-20,Cachito,0.25,144,141,Miércoles
2024-03-20,Pan Manjar,0.3,24,23,Miércoles
2024-03-20,Leche,4.0,5,2,Miércoles
2024-03-20,Jamon,2.5,6,4,Miércoles
2024-03-20,Cafe,2.0,5,5,Miércoles
2024-03-20,Queso,3.0,4,3,Miércoles
2024-03-21,Pan Ciabatta,0.25,768,708,Jueves
2024-03-21,Pan Francés,0.25,648,656,Jueves
2024-03-21,Pan Yema Largo,0.25,360,304,Jueves
2024-03-21,Pan Yema Redondo,0.25,360,345,Jueves
2024-03-21,Pan Chapla,0.25,144,143,Jueves
2024-03-21,Pan Coliza,0.25,192,191,Jueves
2024-03-21,Pan Integral,0.25,144,141,Jueves
2024-03-21,Pan Caracol,0.25,144,143,Jueves
2024-03-21,Pan Hamburguesa,0.4,288,294,Jueves
2024-03-21,Cachito,0.25,144,149,Jueves
2024-03-21,Pan Manjar,0.3,24,24,Jueves
2024-03-21,Leche,4.0,5,2,Jueves
2024-03-21,Jamon,2.5,6,4,Jueves
2024-03-21,Cafe,2.0,5,6,Jueves
2024-03-21,Queso,3.0,4,3,Jueves
2024-03-22,Pan Ciabatta,0.25,768,736,Viernes
2024-03-22,Pan Francés,0.25,648,644,Viernes
2024-03-22,Pan Yema Largo,0.25,360,352,Viernes
2024-03-22,Pan Yema Redondo,0.25,360,341,Viernes
2024-03-22,Pan Chapla,0.25,144,144,Viernes
2024-03-22,Pan Coliza,0.25,192,198,Viernes
2024-03-22,Pan Integral,0.25,144,148,Viernes
2024-03-22,Pan Caracol,0.25,144,148,Viernes
2024-03-22,Pan Hamburguesa,0.4,288,289,Viernes
2024-03-22,Cachito,0.25,144,149,Viernes
2024-03-22,Pan Manjar,0.3,24,22,Viernes
2024-03-22,Leche,4.0,5,2,Viernes
2024-03-22,Jamon,2.5,6,6,Viernes
2024-03-22,Cafe,2.0,5,5,Viernes
2024-03-22,Queso,3.0,4,2,Viernes
2024-03-23,Pan Ciabatta,0.25,768,748,Saturday
2024-03-23,Pan Francés,0.25,648,671,Saturday
2024-03-23,Pan Yema Largo,0.25,360,318,Saturday
2024-03-23,Pan Yema Redondo,0.25,360,378,Saturday
2024-03-23,Pan Chapla,0.25,144,145,Sábado
2024-03-23,Pan Coliza,0.25,192,196,Saturday
2024-03-23,Pan Integral,0.25,144,145,Saturday
2024-03-23,Pan Caracol,0.25,144,149,Saturday
2024-03-23,Pan Hamburguesa,0.4,288,281,Saturday
2024-03-23,Cachito,0.25,144,143,Saturday
2024-03-23,Pan Manjar,0.3,24,24,Saturday
2024-03-23,Leche,4.0,5,2,Saturday
2024-03-23,Jamon,2.5,6,4,Saturday
2024-03-23,Cafe,2.0,5,4,Saturday
2024-03-23,Queso,3.0,4,3,Saturday
2024-03-24,Pan Ciabatta,0.25,768,767,Domingo
2024-03-24,Pan Francés,0.25,648,683,Domingo
2024-03-24,Pan Yema Largo,0.25,360,316,Domingo
2024-03-24,Pan Yema Redondo,0.25,360,309,Domingo
2024-03-24,Pan Chapla,0.25,144,149,Domingo
2024-03-24,Pan Coliza,0.25,192,197,Domingo
2024-03-24,Pan Integral,0.25,144,149,Domingo
2024-03-24,Pan Caracol,0.25,144,144,Domingo
2024-03-24,Pan Hamburguesa,0.4,288,287,Domingo
2024-03-24,Cachito,0.25,144,148,Domingo
2024-03-24,Pan Manjar,0.3,24,26,Domingo
2024-03-24,Leche,4.0,5,2,Domingo
2024-03-24,Jamon,2.5,6,4,Domingo
2024-03-24,Cafe,2.0,5,5,Domingo
2024-03-24,Queso,3.0,4,5,Domingo
2024-03-25,Pan Ciabatta,0.25,768,783,Lunes
2024-03-25,Pan Francés,0.25,648,667,Lunes
2024-03-25,Pan Yema Largo,0.25,360,380,Lunes
2024-03-25,Pan Yema Redondo,0.25,360,321,Lunes
2024-03-25,Pan Chapla,0.25,144,147,Lunes
2024-03-25,Pan Coliza,0.25,192,195,Lunes
2024-03-25,Pan Integral,0.25,144,145,Lunes
2024-03-25,Pan Caracol,0.25,144,149,Lunes
2024-03-25,Pan Hamburguesa,0.4,288,287,Lunes
2024-03-25,Cachito,0.25,144,141,Lunes
2024-03-25,Pan Manjar,0.3,24,22,Lunes
2024-03-25,Leche,4.0,5,2,Lunes
2024-03-25,Jamon,2.5,6,5,Lunes
2024-03-25,Cafe,2.0,5,5,Lunes
2024-03-25,Queso,3.0,4,2,Lunes
2024-03-26,Pan Ciabatta,0.25,768,784,Martes
2024-03-26,Pan Francés,0.25,648,643,Martes
2024-03-26,Pan Yema Largo,0.25,360,350,Martes
2024-03-26,Pan Yema Redondo,0.25,360,355,Martes
2024-03-26,Pan Chapla,0.25,144,142,Martes
2024-03-26,Pan Coliza,0.25,192,193,Martes
2024-03-26,Pan Integral,0.25,144,143,Martes
2024-03-26,Pan Caracol,0.25,144,143,Martes
2024-03-26,Pan Hamburguesa,0.4,288,280,Martes
2024-03-26,Cachito,0.25,144,143,Martes
2024-03-26,Pan Manjar,0.3,24,28,Martes
2024-03-26,Leche,4.0,5,6,Martes
2024-03-26,Jamon,2.5,6,6,Martes
2024-03-26,Cafe,2.0,5,5,Martes
2024-03-26,Queso,3.0,4,5,Martes
2024-03-27,Pan Ciabatta,0.25,768,767,Miércoles
2024-03-27,Pan Francés,0.25,648,696,Miércoles
2024-03-27,Pan Yema Largo,0.25,360,392,Miércoles
2024-03-27,Pan Yema Redondo,0.25,360,322,Miércoles
2024-03-27,Pan Chapla,0.25,144,141,Miércoles
2024-03-27,Pan Coliza,0.25,192,192,Miércoles
2024-03-27,Pan Integral,0.25,144,140,Miércoles
2024-03-27,Pan Caracol,0.25,144,146,Miércoles
2024-03-27,Pan Hamburguesa,0.4,288,286,Miércoles
2024-03-27,Cachito,0.25,144,147,Miércoles
2024-03-27,Pan Manjar,0.3,24,26,Miércoles
2024-03-27,Leche,4.0,5,2,Miércoles
2024-03-27,Jamon,2.5,6,5,Miércoles
2024-03-27,Cafe,2.0,5,4,Miércoles
2024-03-27,Queso,3.0,4,4,Miércoles
2024-03-28,Pan Ciabatta,0.25,768,711,Jueves
2024-03-28,Pan Francés,0.25,648,632,Jueves
2024-03-28,Pan Yema Largo,0.25,360,313,Jueves
2024-03-28,Pan Yema Redondo,0.25,360,369,Jueves
2024-03-28,Pan Chapla,0.25,144,149,Jueves
2024-03-28,Pan Coliza,0.25,192,194,Jueves
2024-03-28,Pan Integral,0.25,144,148,Jueves
2024-03-28,Pan Caracol,0.25,144,140,Jueves
2024-03-28,Pan Hamburguesa,0.4,288,292,Jueves
2024-03-28,Cachito,0.25,144,146,Jueves
2024-03-28,Pan Manjar,0.3,24,25,Jueves
2024-03-28,Leche,4.0,5,3,Jueves
2024-03-28,Jamon,2.5,6,6,Jueves
2024-03-28,Cafe,2.0,5,5,Jueves
2024-03-28,Queso,3.0,4,3,Jueves
2024-03-29,Pan Ciabatta,0.25,768,783,Viernes
2024-03-29,Pan Francés,0.25,648,695,Viernes
2024-03-29,Pan Yema Largo,0.25,360,319,Viernes
2024-03-29,Pan Yema Redondo,0.25,360,385,Viernes
2024-03-29,Pan Chapla,0.25,144,143,Viernes
2024-03-29,Pan Coliza,0.25,192,193,Viernes
2024-03-29,Pan Integral,0.25,144,147,Viernes
2024-03-29,Pan Caracol,0.25,144,146,Viernes
2024-03-29,Pan Hamburguesa,0.4,288,281,Viernes
2024-03-29,Cachito,0.25,144,142,Viernes
2024-03-29,Pan Manjar,0.3,24,25,Viernes
2024-03-29,Leche,4.0,5,4,Viernes
2024-03-29,Jamon,2.5,6,6,Viernes
2024-03-29,Cafe,2.0,5,4,Viernes
2024-03-29,Queso,3.0,4,2,Viernes
2024-03-30,Pan Ciabatta,0.25,768,707,Saturday
2024-03-30,Pan Francés,0.25,648,628,Saturday
2024-03-30,Pan Yema Largo,0.25,360,389,Saturday
2024-03-30,Pan Yema Redondo,0.25,360,340,Saturday
2024-03-30,Pan Chapla,0.25,144,150,Sábado
2024-03-30,Pan Coliza,0.25,192,196,Saturday
2024-03-30,Pan Integral,0.25,144,147,Saturday
2024-03-30,Pan Caracol,0.25,144,141,Saturday
2024-03-30,Pan Hamburguesa,0.4,288,287,Saturday
2024-03-30,Cachito,0.25,144,143,Saturday
2024-03-30,Pan Manjar,0.3,24,23,Saturday
2024-03-30,Leche,4.0,5,3,Saturday
2024-03-30,Jamon,2.5,6,6,Saturday
2024-03-30,Cafe,2.0,5,5,Saturday
2024-03-30,Queso,3.0,4,5,Saturday
2024-03-31,Pan Ciabatta,0.25,768,723,Domingo
2024-03-31,Pan Francés,0.25,648,610,Domingo
2024-03-31,Pan Yema Largo,0.25,360,341,Domingo
2024-03-31,Pan Yema Redondo,0.25,360,396,Domingo
2024-03-31,Pan Chapla,0.25,144,149,Domingo
2024-03-31,Pan Coliza,0.25,192,194,Domingo
2024-03-31,Pan Integral,0.25,144,145,Domingo
2024-03-31,Pan Caracol,0.25,144,148,Domingo
2024-03-31,Pan Hamburguesa,0.4,288,291,Domingo
2024-03-31,Cachito,0.25,144,150,Domingo
2024-03-31,Pan Manjar,0.3,24,23,Domingo
2024-03-31,Leche,4.0,5,5,Domingo
2024-03-31,Jamon,2.5,6,6,Domingo
2024-03-31,Cafe,2.0,5,4,Domingo
2024-03-31,Queso,3.0,4,5,Domingo
2024-04-01,Pan Ciabatta,0.25,768,732,Lunes
2024-04-01,Pan Francés,0.25,648,643,Lunes
2024-04-01,Pan Yema Largo,0.25,360,340,Lunes
2024-04-01,Pan Yema Redondo,0.25,360,383,Lunes
2024-04-01,Pan Chapla,0.25,144,143,Lunes
2024-04-01,Pan Coliza,0.25,192,199,Lunes
2024-04-01,Pan Integral,0.25,144,141,Lunes
2024-04-01,Pan Caracol,0.25,144,148,Lunes
2024-04-01,Pan Hamburguesa,0.4,288,289,Lunes
2024-04-01,Cachito,0.25,144,145,Lunes
2024-04-01,Pan Manjar,0.3,24,22,Lunes
2024-04-01,Leche,4.0,5,4,Lunes
2024-04-01,Jamon,2.5,6,4,Lunes
2024-04-01,Cafe,2.0,5,7,Lunes
2024-04-01,Queso,3.0,4,3,Lunes
2024-04-02,Pan Ciabatta,0.25,768,713,Martes
2024-04-02,Pan Francés,0.25,648,609,Martes
2024-04-02,Pan Yema Largo,0.25,360,304,Martes
2024-04-02,Pan Yema Redondo,0.25,360,345,Martes
2024-04-02,Pan Chapla,0.25,144,143,Martes
2024-04-02,Pan Coliza,0.25,192,193,Martes
2024-04-02,Pan Integral,0.25,144,148,Martes
2024-04-02,Pan Caracol,0.25,144,146,Martes
2024-04-02,Pan Hamburguesa,0.4,288,295,Martes
2024-04-02,Cachito,0.25,144,144,Martes
2024-04-02,Pan Manjar,0.3,24,23,Martes
2024-04-02,Leche,4.0,5,4,Martes
2024-04-02,Jamon,2.5,6,5,Martes
2024-04-02,Cafe,2.0,5,4,Martes
2024-04-02,Queso,3.0,4,4,Martes
2024-04-03,Pan Ciabatta,0.25,768,758,Miércoles
2024-04-03,Pan Francés,0.25,648,644,Miércoles
2024-04-03,Pan Yema Largo,0.25,360,331,Miércoles
2024-04-03,Pan Yema Redondo,0.25,360,343,Miércoles
2024-04-03,Pan Chapla,0.25,144,143,Miércoles
2024-04-03,Pan Coliza,0.25,192,194,Miércoles
2024-04-03,Pan Integral,0.25,144,147,Miércoles
2024-04-03,Pan Caracol,0.25,144,143,Miércoles
2024-04-03,Pan Hamburguesa,0.4,288,288,Miércoles
2024-04-03,Cachito,0.25,144,150,Miércoles
2024-04-03,Pan Manjar,0.3,24,26,Miércoles
2024-04-03,Leche,4.0,5,2,Miércoles
2024-04-03,Jamon,2.5,6,5,Miércoles
2024-04-03,Cafe,2.0,5,5,Miércoles
2024-04-03,Queso,3.0,4,4,Miércoles
2024-04-04,Pan Ciabatta,0.25,768,799,Jueves
2024-04-04,Pan Francés,0.25,648,698,Jueves
2024-04-04,Pan Yema Largo,0.25,360,392,Jueves
2024-04-04,Pan Yema Redondo,0.25,360,391,Jueves
2024-04-04,Pan Chapla,0.25,144,148,Jueves
2024-04-04,Pan Coliza,0.25,192,192,Jueves
2024-04-04,Pan Integral,0.25,144,150,Jueves
2024-04-04,Pan Caracol,0.25,144,150,Jueves
2024-04-04,Pan Hamburguesa,0.4,288,281,Jueves
2024-04-04,Cachito,0.25,144,140,Jueves
2024-04-04,Pan Manjar,0.3,24,22,Jueves
2024-04-04,Leche,4.0,5,2,Jueves
2024-04-04,Jamon,2.5,6,5,Jueves
2024-04-04,Cafe,2.0,5,7,Jueves
2024-04-04,Queso,3.0,4,4,Jueves
2024-04-05,Pan Ciabatta,0.25,768,797,Viernes
2024-04-05,Pan Francés,0.25,648,619,Viernes
2024-04-05,Pan Yema Largo,0.25,360,326,Viernes
2024-04-05,Pan Yema Redondo,0.25,360,346,Viernes
2024-04-05,Pan Chapla,0.25,144,141,Viernes
2024-04-05,Pan Coliza,0.25,192,193,Viernes
2024-04-05,Pan Integral,0.25,144,146,Viernes
2024-04-05,Pan Caracol,0.25,144,141,Viernes
2024-04-05,Pan Hamburguesa,0.4,288,283,Viernes
2024-04-05,Cachito,0.25,144,146,Viernes
2024-04-05,Pan Manjar,0.3,24,25,Viernes
2024-04-05,Leche,4.0,5,3,Viernes
2024-04-05,Jamon,2.5,6,4,Viernes
2024-04-05,Cafe,2.0,5,7,Viernes
2024-04-05,Queso,3.0,4,5,Viernes
2024-04-06,Pan Ciabatta,0.25,768,783,Saturday
2024-04-06,Pan Francés,0.25,648,600,Saturday
2024-04-06,Pan Yema Largo,0.25,360,321,Saturday
2024-04-06,Pan Yema Redondo,0.25,360,361,Saturday
2024-04-06,Pan Chapla,0.25,144,144,Sábado
2024-04-06,Pan Coliza,0.25,192,192,Saturday
2024-04-06,Pan Integral,0.25,144,147,Saturday
2024-04-06,Pan Caracol,0.25,144,150,Saturday
2024-04-06,Pan Hamburguesa,0.4,288,288,Saturday
2024-04-06,Cachito,0.25,144,146,Saturday
2024-04-06,Pan Manjar,0.3,24,28,Saturday
2024-04-06,Leche,4.0,5,6,Saturday
2024-04-06,Jamon,2.5,6,6,Saturday
2024-04-06,Cafe,2.0,5,6,Saturday
2024-04-06,Queso,3.0,4,5,Saturday
2024-04-07,Pan Ciabatta,0.25,768,783,Domingo
2024-04-07,Pan Francés,0.25,648,652,Domingo
2024-04-07,Pan Yema Largo,0.25,360,376,Domingo
2024-04-07,Pan Yema Redondo,0.25,360,342,Domingo
2024-04-07,Pan Chapla,0.25,144,147,Domingo
2024-04-07,Pan Coliza,0.25,192,200,Domingo
2024-04-07,Pan Integral,0.25,144,148,Domingo
2024-04-07,Pan Caracol,0.25,144,145,Domingo
2024-04-07,Pan Hamburguesa,0.4,288,300,Domingo
2024-04-07,Cachito,0.25,144,143,Domingo
2024-04-07,Pan Manjar,0.3,24,28,Domingo
2024-04-07,Leche,4.0,5,4,Domingo
2024-04-07,Jamon,2.5,6,6,Domingo
2024-04-07,Cafe,2.0,5,7,Domingo
2024-04-07,Queso,3.0,4,2,Domingo
2024-04-08,Pan Ciabatta,0.25,768,725,Lunes
2024-04-08,Pan Francés,0.25,648,644,Lunes
2024-04-08,Pan Yema Largo,0.25,360,376,Lunes
2024-04-08,Pan Yema Redondo,0.25,360,398,Lunes
2024-04-08,Pan Chapla,0.25,144,150,Lunes
2024-04-08,Pan Coliza,0.25,192,194,Lunes
2024-04-08,Pan Integral,0.25,144,142,Lunes
2024-04-08,Pan Caracol,0.25,144,149,Lunes
2024-04-08,Pan Hamburguesa,0.4,288,289,Lunes
2024-04-08,Cachito,0.25,144,141,Lunes
2024-04-08,Pan Manjar,0.3,24,23,Lunes
2024-04-08,Leche,4.0,5,2,Lunes
2024-04-08,Jamon,2.5,6,5,Lunes
2024-04-08,Cafe,2.0,5,6,Lunes
2024-04-08,Queso,3.0,4,3,Lunes
2024-04-09,Pan Ciabatta,0.25,768,794,Martes
2024-04-09,Pan Francés,0.25,648,699,Martes
2024-04-09,Pan Yema Largo,0.25,360,377,Martes
2024-04-09,Pan Yema Redondo,0.25,360,334,Martes
2024-04-09,Pan Chapla,0.25,144,149,Martes
2024-04-09,Pan Coliza,0.25,192,195,Martes
2024-04-09,Pan Integral,0.25,144,147,Martes
2024-04-09,Pan Caracol,0.25,144,146,Martes
2024-04-09,Pan Hamburguesa,0.4,288,300,Martes
2024-04-09,Cachito,0.25,144,140,Martes
2024-04-09,Pan Manjar,0.3,24,26,Martes
2024-04-09,Leche,4.0,5,6,Martes
2024-04-09,Jamon,2.5,6,5,Martes
2024-04-09,Cafe,2.0,5,7,Martes
2024-04-09,Queso,3.0,4,5,Martes
2024-04-10,Pan Ciabatta,0.25,768,757,Miércoles
2024-04-10,Pan Francés,0.25,648,617,Miércoles
2024-04-10,Pan Yema Largo,0.25,360,366,Miércoles
2024-04-10,Pan Yema Redondo,0.25,360,384,Miércoles
2024-04-10,Pan Chapla,0.25,144,145,Miércoles
2024-04-10,Pan Coliza,0.25,192,195,Miércoles
2024-04-10,Pan Integral,0.25,144,142,Miércoles
2024-04-10,Pan Caracol,0.25,144,145,Miércoles
2024-04-10,Pan Hamburguesa,0.4,288,290,Miércoles
2024-04-10,Cachito,0.25,144,142,Miércoles
2024-04-10,Pan Manjar,0.3,24,23,Miércoles
2024-04-10,Leche,4.0,5,5,Miércoles
2024-04-10,Jamon,2.5,6,6,Miércoles
2024-04-10,Cafe,2.0,5,5,Miércoles
2024-04-10,Queso,3.0,4,3,Miércoles
2024-04-11,Pan Ciabatta,0.25,768,795,Jueves
2024-04-11,Pan Francés,0.25,648,616,Jueves
2024-04-11,Pan Yema Largo,0.25,360,373,Jueves
2024-04-11,Pan Yema Redondo,0.25,360,337,Jueves
2024-04-11,Pan Chapla,0.25,144,147,Jueves
2024-04-11,Pan Coliza,0.25,192,199,Jueves
2024-04-11,Pan Integral,0.25,144,140,Jueves
2024-04-11,Pan Caracol,0.25,144,144,Jueves
2024-04-11,Pan Hamburguesa,0.4,288,283,Jueves
2024-04-11,Cachito,0.25,144,146,Jueves
2024-04-11,Pan Manjar,0.3,24,24,Jueves
2024-04-11,Leche,4.0,5,4,Jueves
2024-04-11,Jamon,2.5,6,4,Jueves
2024-04-11,Cafe,2.0,5,6,Jueves
2024-04-11,Queso,3.0,4,4,Jueves
2024-04-12,Pan Ciabatta,0.25,768,753,Viernes
2024-04-12,Pan Francés,0.25,648,689,Viernes
2024-04-12,Pan Yema Largo,0.25,360,367,Viernes
2024-04-12,Pan Yema Redondo,0.25,360,380,Viernes
2024-04-12,Pan Chapla,0.25,144,143,Viernes
2024-04-12,Pan Coliza,0.25,192,199,Viernes
2024-04-12,Pan Integral,0.25,144,143,Viernes
2024-04-12,Pan Caracol,0.25,144,147,Viernes
2024-04-12,Pan Hamburguesa,0.4,288,291,Viernes
2024-04-12,Cachito,0.25,144,145,Viernes
2024-04-12,Pan Manjar,0.3,24,25,Viernes
2024-04-12,Leche,4.0,5,6,Viernes
2024-04-12,Jamon,2.5,6,5,Viernes
2024-04-12,Cafe,2.0,5,7,Viernes
2024-04-12,Queso,3.0,4,5,Viernes
2024-04-13,Pan Ciabatta,0.25,768,748,Saturday
2024-04-13,Pan Francés,0.25,648,626,Saturday
2024-04-13,Pan Yema Largo,0.25,360,315,Saturday
2024-04-13,Pan Yema Redondo,0.25,360,327,Saturday
2024-04-13,Pan Chapla,0.25,144,141,Sábado
2024-04-13,Pan Coliza,0.25,192,198,Saturday
2024-04-13,Pan Integral,0.25,144,144,Saturday
2024-04-13,Pan Caracol,0.25,144,144,Saturday
2024-04-13,Pan Hamburguesa,0.4,288,290,Saturday
2024-04-13,Cachito,0.25,144,144,Saturday
2024-04-13,Pan Manjar,0.3,24,26,Saturday
2024-04-13,Leche,4.0,5,4,Saturday
2024-04-13,Jamon,2.5,6,6,Saturday
2024-04-13,Cafe,2.0,5,5,Saturday
2024-04-13,Queso,3.0,4,4,Saturday
2024-04-14,Pan Ciabatta,0.25,768,771,Domingo
2024-04-14,Pan Francés,0.25,648,606,Domingo
2024-04-14,Pan Yema Largo,0.25,360,311,Domingo
2024-04-14,Pan Yema Redondo,0.25,360,369,Domingo
2024-04-14,Pan Chapla,0.25,144,144,Domingo
2024-04-14,Pan Coliza,0.25,192,197,Domingo
2024-04-14,Pan Integral,0.25,144,149,Domingo
2024-04-14,Pan Caracol,0.25,144,147,Domingo
2024-04-14,Pan Hamburguesa,0.4,288,299,Domingo
2024-04-14,Cachito,0.25,144,150,Domingo
2024-04-14,Pan Manjar,0.3,24,23,Domingo
2024-04-14,Leche,4.0,5,6,Domingo
2024-04-14,Jamon,2.5,6,4,Domingo
2024-04-14,Cafe,2.0,5,4,Domingo
2024-04-14,Queso,3.0,4,2,Domingo
2024-04-15,Pan Ciabatta,0.25,768,793,Lunes
2024-04-15,Pan Francés,0.25,648,648,Lunes
2024-04-15,Pan Yema Largo,0.25,360,373,Lunes
2024-04-15,Pan Yema Redondo,0.25,360,371,Lunes
2024-04-15,Pan Chapla,0.25,144,150,Lunes
2024-04-15,Pan Coliza,0.25,192,190,Lunes
2024-04-15,Pan Integral,0.25,144,140,Lunes
2024-04-15,Pan Caracol,0.25,144,141,Lunes
2024-04-15,Pan Hamburguesa,0.4,288,290,Lunes
2024-04-15,Cachito,0.25,144,146,Lunes
2024-04-15,Pan Manjar,0.3,24,26,Lunes
2024-04-15,Leche,4.0,5,2,Lunes
2024-04-15,Jamon,2.5,6,6,Lunes
2024-04-15,Cafe,2.0,5,7,Lunes
2024-04-15,Queso,3.0,4,5,Lunes
2024-04-16,Pan Ciabatta,0.25,768,751,Martes
2024-04-16,Pan Francés,0.25,648,666,Martes
2024-04-16,Pan Yema Largo,0.25,360,394,Martes
2024-04-16,Pan Yema Redondo,0.25,360,387,Martes
2024-04-16,Pan Chapla,0.25,144,141,Martes
2024-04-16,Pan Coliza,0.25,192,191,Martes
2024-04-16,Pan Integral,0.25,144,143,Martes
2024-04-16,Pan Caracol,0.25,144,141,Martes
2024-04-16,Pan Hamburguesa,0.4,288,280,Martes
2024-04-16,Cachito,0.25,144,150,Martes
2024-04-16,Pan Manjar,0.3,24,25,Martes
2024-04-16,Leche,4.0,5,2,Martes
2024-04-16,Jamon,2.5,6,6,Martes
2024-04-16,Cafe,2.0,5,4,Martes
2024-04-16,Queso,3.0,4,4,Martes
2024-04-17,Pan Ciabatta,0.25,768,771,Miércoles
2024-04-17,Pan Francés,0.25,648,626,Miércoles
2024-04-17,Pan Yema Largo,0.25,360,344,Miércoles
2024-04-17,Pan Yema Redondo,0.25,360,388,Miércoles
2024-04-17,Pan Chapla,0.25,144,149,Miércoles
2024-04-17,Pan Coliza,0.25,192,193,Miércoles
2024-04-17,Pan Integral,0.25,144,141,Miércoles
2024-04-17,Pan Caracol,0.25,144,143,Miércoles
2024-04-17,Pan Hamburguesa,0.4,288,296,Miércoles
2024-04-17,Cachito,0.25,144,146,Miércoles
2024-04-17,Pan Manjar,0.3,24,26,Miércoles
2024-04-17,Leche,4.0,5,2,Miércoles
2024-04-17,Jamon,2.5,6,4,Miércoles
2024-04-17,Cafe,2.0,5,7,Miércoles
2024-04-17,Queso,3.0,4,2,Miércoles
2024-04-18,Pan Ciabatta,0.25,768,728,Jueves
2024-04-18,Pan Francés,0.25,648,646,Jueves
2024-04-18,Pan Yema Largo,0.25,360,353,Jueves
2024-04-18,Pan Yema Redondo,0.25,360,325,Jueves
2024-04-18,Pan Chapla,0.25,144,145,Jueves
2024-04-18,Pan Coliza,0.25,192,194,Jueves
2024-04-18,Pan Integral,0.25,144,147,Jueves
2024-04-18,Pan Caracol,0.25,144,143,Jueves
2024-04-18,Pan Hamburguesa,0.4,288,296,Jueves
2024-04-18,Cachito,0.25,144,147,Jueves
2024-04-18,Pan Manjar,0.3,24,24,Jueves
2024-04-18,Leche,4.0,5,5,Jueves
2024-04-18,Jamon,2.5,6,6,Jueves
2024-04-18,Cafe,2.0,5,6,Jueves
2024-04-18,Queso,3.0,4,2,Jueves
2024-04-19,Pan Ciabatta,0.25,768,783,Viernes
2024-04-19,Pan Francés,0.25,648,675,Viernes
2024-04-19,Pan Yema Largo,0.25,360,381,Viernes
2024-04-19,Pan Yema Redondo,0.25,360,353,Viernes
2024-04-19,Pan Chapla,0.25,144,147,Viernes
2024-04-19,Pan Coliza,0.25,192,198,Viernes
2024-04-19,Pan Integral,0.25,144,147,Viernes
2024-04-19,Pan Caracol,0.25,144,147,Viernes
2024-04-19,Pan Hamburguesa,0.4,288,299,Viernes
2024-04-19,Cachito,0.25,144,147,Viernes
2024-04-19,Pan Manjar,0.3,24,23,Viernes
2024-04-19,Leche,4.0,5,3,Viernes
2024-04-19,Jamon,2.5,6,5,Viernes
2024-04-19,Cafe,2.0,5,4,Viernes
2024-04-19,Queso,3.0,4,3,Viernes
2024-04-20,Pan Ciabatta,0.25,768,784,Saturday
2024-04-20,Pan Francés,0.25,648,665,Saturday
2024-04-20,Pan Yema Largo,0.25,360,339,Saturday
2024-04-20,Pan Yema Redondo,0.25,360,380,Saturday
2024-04-20,Pan Chapla,0.25,144,143,Sábado
2024-04-20,Pan Coliza,0.25,192,193,Saturday
2024-04-20,Pan Integral,0.25,144,146,Saturday
2024-04-20,Pan Caracol,0.25,144,150,Saturday
2024-04-20,Pan Hamburguesa,0.4,288,284,Saturday
2024-04-20,Cachito,0.25,144,146,Saturday
2024-04-20,Pan Manjar,0.3,24,25,Saturday
2024-04-20,Leche,4.0,5,4,Saturday
2024-04-20,Jamon,2.5,6,6,Saturday
2024-04-20,Cafe,2.0,5,4,Saturday
2024-04-20,Queso,3.0,4,3,Saturday
2024-04-21,Pan Ciabatta,0.25,768,765,Domingo
2024-04-21,Pan Francés,0.25,648,613,Domingo
2024-04-21,Pan Yema Largo,0.25,360,342,Domingo
2024-04-21,Pan Yema Redondo,0.25,360,399,Domingo
2024-04-21,Pan Chapla,0.25,144,145,Domingo
2024-04-21,Pan Coliza,0.25,192,190,Domingo
2024-04-21,Pan Integral,0.25,144,146,Domingo
2024-04-21,Pan Caracol,0.25,144,142,Domingo
2024-04-21,Pan Hamburguesa,0.4,288,283,Domingo
2024-04-21,Cachito,0.25,144,149,Domingo
2024-04-21,Pan Manjar,0.3,24,23,Domingo
2024-04-21,Leche,4.0,5,6,Domingo
2024-04-21,Jamon,2.5,6,5,Domingo
2024-04-21,Cafe,2.0,5,4,Domingo
2024-04-21,Queso,3.0,4,2,Domingo
2024-04-22,Pan Ciabatta,0.25,768,753,Lunes
2024-04-22,Pan Francés,0.25,648,608,Lunes
2024-04-22,Pan Yema Largo,0.25,360,343,Lunes
2024-04-22,Pan Yema Redondo,0.25,360,341,Lunes
2024-04-22,Pan Chapla,0.25,144,144,Lunes
2024-04-22,Pan Coliza,0.25,192,198,Lunes
2024-04-22,Pan Integral,0.25,144,145,Lunes
2024-04-22,Pan Caracol,0.25,144,141,Lunes
2024-04-22,Pan Hamburguesa,0.4,288,283,Lunes
